Afiliate number,Active,Name,FirstName,LastName,Email,WorkPhone,WhatsApp,Address,Web,Descripcion,City,Maps,Location,Discount,Logo,Facebook,Instagram,Category,Sub-Categoria,Service,Type,Sticker,Rating,Recommended,TyC
163,TRUE,Mangata Tulum,Larissa,,,9841969190,9841969190,Carretera tulum boca paila km 7,,Boutique Clothing Store,Tulum,https://maps.app.goo.gl/5hhLGxtasqAghsNZA?g_st=ic,"20.16105749321602, -87.4549521288364",10%,https://drive.google.com/file/d/1zdwwjTWrkBKFxy5gpnN9h_3dZ41X1Rwx/view?usp=drive_link,,,Store Boutique,store,,Stores,Yes,1,FALSE,NO
164,TRUE,Marina Yunuem,stefani ,leiva,marina.yunuemfamily@gmail.com,9832129722,9832129722,"av costera, C. 26 de, 77930 Bacalar, Q.R.",https://marinayunuem.wixsite.com/marinayunuem,Seafood & Tours,Bacalar,https://maps.app.goo.gl/ci86F18D2EK3k8cMA,"18.680968164421973, -88.38676142327176",10% in restaurant and tours + complimentary shot,https://drive.google.com/file/d/1murrgZvAbqmeHPhQcHzqwER8hijW_N82/view?usp=drive_link,,https://www.instagram.com/marinayunuem/,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
165,TRUE,Margely,Guadalupe,Anaya,,9985937427,9985937427,"Calle 28 Supermanzana 100, Supermanzana 50, 77518 Cancún, Q.R.",,"Margely Restaurant offers delicious typical Mexican food, Yucatecan snacks, daily food and seafood.",Cancún,https://maps.app.goo.gl/DM95EcZiCY4qzqdZ8?g_st=ic,"21.16166476683625, -86.83404255767283",welcome cocktail,https://drive.google.com/file/d/15_P7FETv91Jq_igWOg_XOD4_2dgkePEQ/view?usp=drive_link,https://www.facebook.com/RestauranteMargely28?mibextid=LQQJ4d,,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
166,TRUE,Maya Cabaña ,Casandra,Laguinillas,mayacabana52@gmail.com,9831043325,,"Centro, 77930 Bacalar, Q.R.",,Live a gastronomic experience through our fusion of flavors,Bacalar,https://maps.app.goo.gl/M4Z5btzqmVCcVvr4A,"18.67658015678081, -88.38990064232718",1 complimentary shot per person,https://drive.google.com/file/d/1WktSvtKEkxrhclHXDQpXSF2qY7c3lVWt/view?usp=drive_link,,https://www.instagram.com/maya_cabana/,RestaurantInternational,International,,Restaurants,Yes,1,FALSE,NO
167,TRUE,Mezcales y Alebrijes ,Ixchel ,Toledo,mezcalesyalebrijes@gmail.com,9841324773,9841324773,Remoto,,Mezcal and a little bit of magic! Private tastings,Cancún,,,15%,https://drive.google.com/file/d/1TucByDMrBbdvWhJfnXpWlFl-Bb9VTJXn/view?usp=drive_link,https://www.facebook.com/mezcalesyalebrijes/,https://www.instagram.com/mezcalesyalebrijes,Tequila Store,Tastings,,Stores,Yes,1,FALSE,NO
168,TRUE,Mi Jardin Secreto,Horacio ,Vargas ,mijardinsecreto2021@gmail.com,2212080086,2212080086,"5ta Avenida Calle 10 Norte con, 77710 Playa del Carmen, Q.R.",,"Great selection of typical Mexican dishes, cocktails and good music.",Playa del Carmen,https://maps.app.goo.gl/zXdcsu4GYLgbQu1Y6?g_st=ic,"20.62698914166112, -87.07236315767283",10%,https://drive.google.com/file/d/1C5Rb4MlmKvezOgoqzbu_ScNHHE3RTQtf/view?usp=drive_link,https://www.facebook.com/mijardinsecretopdc?mibextid=LQQJ4d,https://www.instagram.com/mijardinsecretopdc/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
169,TRUE,Monkey Business,Jorge,,cancun@monkeybusiness.fun,998 392 9343,9982416387,"Blvd. Kukulcan km 9, Punta Cancun, Zona Hotelera, 77500 Cancún, Q.R.",https://linktr.ee/monkeybusiness.cancun,"Live music, delicious freshly prepared food, karaoke nights and a great selection of national and international drinks.",Cancún,https://maps.app.goo.gl/g6NSxEVuDD6y29e67,"21.133795269984144, -86.7463560981451",10% discount,https://drive.google.com/file/d/1Y7txhm8o9fsxmB0rQGe4HjO-kD6jf-Uz/view?usp=drive_link,https://www.facebook.com/MonkeyBusinessCancun,https://www.instagram.com/monkeybusiness.cancun/,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
170,TRUE,Monono Omakase Bar,Luis,Salazar,basicoholbox@outlook.com,5518292990,,"Av. Damero, 77310 Holbox, Q.R.",,Top quality food NIGIRIS+SAKE+COCKTAILS,Holbox,https://maps.app.goo.gl/2eyCk5dxGEn6iQdP8,"21.52362017101401, -87.37945455042457",10% discount,https://drive.google.com/file/d/1nCtzA3bnBrHSIxezZxHyUzFnGX4ofElj/view?usp=drive_link,,https://www.instagram.com/mononohol/,Japanese Restaurant,Japanese,,Restaurants,Yes,1,FALSE,NO
171,TRUE,Moskioni,X,,moskionibikini@gmail.com,9841352859,984 309 1387,5ta Av entre calles 38 y 34,,Bikini Shop,Playa del Carmen,https://maps.app.goo.gl/T1V9stjqW3gB5NNv6?g_st=ic,"20.635059268627224, -87.06630728650924",15%,https://drive.google.com/file/d/14pd3FfMoOioEojEvNTDjInmSXwYeqF-8/view?usp=drive_link,https://www.facebook.com/moskionibikini?mibextid=LQQJ4d,https://www.instagram.com/moskionibikini?igsh=eDMxbmthYXYyMm9q,Store Store,store,,Stores,Yes,1,FALSE,NO
172,TRUE,Moto Rent Angel,Natalia,,info@mysite.com,54 9 3435310162,54 9 3435310162,"Av Juárez, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",https://www.motorentangel.com/,Motorcycle and Bicycle Rental Service in Isla Mujeres.,Isla Mujeres,https://maps.app.goo.gl/vD6qCfnQPmuHgBt57,"21.256603066242523, -86.74709943064389",15%,https://drive.google.com/file/d/1l04dYrz-MLgKPG26ZeqLKPPhUkQs2PBG/view?usp=drive_link,https://www.facebook.com/MotoRent.Angel,https://www.instagram.com/motorent_angel,Service Motorcycle and bicycle rental,Motorcycle and bicycle rental,Motorcycle and bicycle rental,Services,Yes,1,FALSE,NO
173,TRUE,Mr. Happy,Victoria ,Nuñez,mr.happy.holbox@gmail.com,9841770842,9841008926,"Al lado de la Guarderia Elvirita, Avenida Damero Camino al Mercadito, 77310 Holbox, Q.R.",https://www.instagram.com/mrhappyholbox/,Slow mornings chil rhythms • vinyl sessions,Holbox,https://maps.app.goo.gl/EwM8mXc37KWomfNX8,"21.521887868049735, -87.3813393981451",10%,https://drive.google.com/file/d/1ngNEXq5lZDRJ8QtT_j0kCj8kz4l-P9Be/view?usp=drive_link,,https://www.instagram.com/mrhappyholbox/,Restaurant Breakfast & Brunch,Breakfast & Brunch,,Restaurants,Yes,1,FALSE,NO
174,TRUE,Mr. Opal,Cristina,,mr.opalcancun@gmail.com,9981886267,9981886267,"Calle Fco.I. Madero con Miguel Hidalgo C.P, 77400 Isla Mujeres, Q.R.",,Great quality Jewlery at best prices,Isla Mujeres,https://maps.app.goo.gl/6fp6Awuo9tKZbf6t5,"21.257617916191922, -86.74703543861739",5%,https://drive.google.com/file/d/1KdN2qESX3EoCYs-4bdd6O7QSoaHbyx9c/view?usp=drive_link,https://m.facebook.com/Mr.Opal.officialstore,https://www.instagram.com/mr.opalmx,Jewelry Store,Jewelry,Jewelry,Stores,yes,1,FALSE,NO
175,TRUE,Muelle 7,Stefano,Juarez,stefano@bossarq.com,9988770548,2292055045,"Av Rueda Medina Manzana 2 Lote 5, Centro, 77400 Isla Mujeres, Q.R.",,The best sea food in town,Isla Mujeres,https://maps.app.goo.gl/PuruAWy8A9TYdFoa9,"21.2563276432063, -86.74816336138261",Free margarita with your meal,https://drive.google.com/file/d/1SMtxnKUI6mYyKxhOe8G6NxvSiU6s8DpE/view?usp=drive_link,https://www.facebook.com/Muelle7Mex/,,Restaurant Bar Seafood,Seafood Bar,,Restaurants,Yes,1,FALSE,NO
177,TRUE,Nacho Libre,Edwin,Vela,taqueria_nacho_libre@hotmail.com,9878783900,9878783900,"77600, Centro, 77600 Cozumel, Q.R.",http://taquerianacholibre.com,Taqueria with authentic flavor of Mexico City.,Cozumel,https://maps.app.goo.gl/yjjeVsm8w1qWdgEF7,"20.510195532565223, -86.94774911534564",Gift: order of tacos al pastor with minimum purchase of 450,https://drive.google.com/file/d/1UzRMm7DcbZzDBr4Mb88jaL_jGMngnzgC/view?usp=drive_link,,https://www.instagram.com/taquerianacholibre/,Mexican Restaurant Tacos,Mexican Tacos,,Restaurants,Yes,1,FALSE,NO
178,TRUE,Nine Wine Wine,Luciana,,ninewinewinebacalar@gmail.com,9831114238,,"Av 7, Centro, 77934 Bacalar, Q.R.",,"Wine, beer and liquor store.",Bacalar,https://maps.app.goo.gl/dpnZQjcsjXDVHcBb6,"18.67678739280092, -88.39204385767282",5% discount ,https://drive.google.com/file/d/1gt0eIt8suAxk2_6_SBNRx-S0-nahaYwo/view?usp=drive_link,https://www.facebook.com/p/Nine-Wine-Wine-Bacalar-100094673680900/?paipv=0&eav=AfY3PhySQg91hPRqrtXYe8btpCLjyjbfz2v1kfKLKhoyH7LVq2PQjUIXZkgkf4SOEUA&_rdr,https://www.instagram.com/ninewinewinebacalar/,Restaurant Bar & Wine,Bar & Wine,,Restaurants,Yes,1,FALSE,NO
179,TRUE,Noe's Gallery,Abel,Martinez,Noes_islamujeres@hotmail.com,9981502204,9981502204,"77400, Avenida Hidalgo 13, Av. Hidalgo #13 colonia centro, 77400 Isla Mujeres, Q.R.",,"We are a family gallery dedicated mainly to silver jewelry, we also have several pieces in gold, brass, tumbaga, copper, etc. We have the best collection of wooden masks and a variety of leather items.",Isla Mujeres,https://maps.app.goo.gl/ZuCvdwenSZkbY2CT9,"21.258044504979402, -86.74759490000001",20%,https://drive.google.com/file/d/1JIL3S6Bjcs5nx08QX40P723JgW8NCtbF/view?usp=drive_link,https://www.facebook.com/profile.php?id=100066767922839&paipv=0&eav=AfauFmUeE5Bzd4itVDsTrMdYXbRWwJmmIePlS6VOtASFs4Y7QspnHrSViBI8RDryYe8&_rdr,,Jewelry Store,Jewelry,Jewelry,Restaurants,Yes,1,FALSE,NO
180,TRUE,Noru Restaurante Japonés,Oscar,Luna,naobacalar@gmail.com,3331027035,983 155 5279,"Av 1 27, Magisterial, 77930 Bacalar, Q.R.",https://www.norumx.com/?fbclid=IwZXh0bgNhZW0CMTAAAR105cHWu7ri8Mo6nnYqHe5o9afE8-UlWhmGMHeyy5M1hzVa3C1seNweACY_aem_ARS6gBaIe4_QCLNRT6ABM6IZnOx3OrBHucVF8AOz6E-8roDQXX6jMwuItijQnv1M32gwOcBGyFJka4O6W2yroC54,Japanese restaurant next to the lagoon. Friendly pet. All cards are accepted. Private events.,Bacalar,https://maps.app.goo.gl/Dxc7BNUV8VJXt7Zo9,"18.671161731999337, -88.39154454589499",1 courtesy ticket,https://drive.google.com/file/d/17jbnEy-bvBnA-uzDudGUGXewRdJMqRVA/view?usp=drive_link,https://www.facebook.com/NaoBacalar/?locale=es_LA,https://www.instagram.com/norubacalar?fbclid=IwZXh0bgNhZW0CMTAAAR0XcYOk2s2JB7QeDc7PhPGxXhD8QtVcHePLnJu-HaXE8_8IyVGigGJW3LM_aem_ART4cmvZETmBhVGBzDgbyyZIyBYKlLhtYxSPYyg-0DoqWT4e462DL8Ab3EVxzZjrrDIng8wtI17dNfPV6v7zEZ5p,Japanese Restaurant,Japanese,,Restaurants,Yes,1,FALSE,NO
181,TRUE,Nuud Café,Felipe,,,9841430508,9841430508,"Calle 4 Sur, Local 4, C. 7 Sur Manzana 722 Lote Place-L20, La Veleta",,"Tacos & Grill, Liters and cocktails, there is always a reason to toast",Tulum,https://maps.app.goo.gl/hjFK3EYLu4dFrS7U8,"20.202317241409677, -87.47782028465436",15%,https://drive.google.com/file/d/1Ya_wkN8hFWsl_rbK4buM9taT6W21xWdW/view?usp=drive_link,https://www.facebook.com/profile.php?id=61556623202295&locale=es_LA,,Restaurant Cafe,Coffee,,Restaurants,Yes,1,FALSE,NO
182,TRUE,Nutty treesome,Yonathan,,nuttytreesome@gmail.com,9878007273,9878007273,"5a Avenida Sur 217, Centro, 77600 Cozumel, Q.R.",https://www.happycow.net/reviews/nutty-treesome-cozumel-263111,"Gourmet vegan restaurant and bar, focused on flavor and the Wow experience",Cozumel,https://maps.app.goo.gl/9bimCh9SGZoa6Ns36,"20.50931841233558, -86.95055951534566",10%,https://drive.google.com/file/d/1mfYC4PH1neTRyQOvb4vweYJ6zKRgbqfv/view?usp=drive_link,https://www.facebook.com/nuttytreesome/,https://www.instagram.com/nuttytreesome,Vegan Vegetarian Restaurant,Vegan Vegetarian,,Restaurants,Yes,1,FALSE,NO
183,TRUE,Ohana Café & Bar,Guillermo,Carrillo,ohanacozumelmex@yahoo.com.mx,NO TIENE,529870000000,Avenida 5 entre 6th y 8th Norte,https://ohanacozumel.com/english-menu/,"Good food, good drinks, good music, good people...",Cozumel,https://maps.app.goo.gl/QYfR3uM8gstdB6Wq7,"20.51323834944173, -86.94641268650922",Wednesday 2x1 burgers Tuesday and Thursday 2x1 mixed drinks,https://drive.google.com/file/d/1Q7_V1XCUqlh2yYXlc8FTJmiSU8RAzgNc/view?usp=drive_link,https://www.facebook.com/OhanaCzm,https://www.instagram.com/ohana_cozumel/,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
184,TRUE,Palmeras Restaurante,Jose Luis,Bravo,palmerascozumel@hotmail.com,9878720532,9878761556,"Ultramar, Av. Rafael E. Melgar 1, Centro, 77600 Cozumel, Q.R.",https://carta.menu/restaurants/cozumel-mexico/palmeras-9,International Restaurant Bar,Cozumel,https://maps.app.goo.gl/XFTkJ5fe3FaxY3vg9,"20.511191900471477, -86.9498642946066",10%,https://drive.google.com/file/d/1Su3JvrxM3OneDkVJwqi9TGKye4B4M8HZ/view?usp=drive_link,https://www.facebook.com/palmerascozumel,https://www.instagram.com/palmerasdecozumel/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
185,TRUE,Paradise Tattoo Studio,Sara,Castillo,,5539709890,5539709890,"av. Juarez sn. plaza isla mujeres local d 12 centro, 77400 Isla Mujeres, Q.R.",https://www.tasteofisla.com/paradisetattoo,Tattoo & Piercing Studio,Isla Mujeres,https://maps.app.goo.gl/gAnKkFeSVzjzBzcN8,"21.258600515957344, -86.74953721534565",10%,https://drive.google.com/file/d/1sR3TrLanGapYBhkP55d8k8RCkTLg7cAX/view?usp=drive_link,https://www.facebook.com/p/Paradise-Tattoo-Isla-Mujeres--100054623612710/,https://www.instagram.com/explore/locations/383001838789191/paradise-tattoo-isla-mujeres/,Service Tattoo studio,tattoo studio,tattoos,Restaurants,Yes,1,FALSE,NO
186,TRUE,Peccato,Javier,Martinez,javier@toptablegroup.com,3318012268,3318012268,"Edificio IT Beach, Albatros, 77720 Playa del Carmen, Q.R.",,Beachfront Rooftop Club,Playa del Carmen,https://maps.app.goo.gl/LyDiRK84qZZrAUuD8,"20.635539376897203, -87.06097993861738",10%,https://drive.google.com/file/d/1sShUATZjL-UTyFhEn4f2y0uylX-mYVMV/view?usp=drive_link,,https://www.instagram.com/peccato_rooftop/,Restaurant Rooftop,Rooftop,,Restaurants,Yes,1,FALSE,NO
187,TRUE,Pescado Con Limon,Carlos,Camacho,kmacho01@hotmail.com,9988451449,998 887 2436,"Xel-ha 11, 77509 Cancún, Q.R. Mercado 28",https://carta.menu/amp/restaurants/cancun/pescado-con-limon,Fish with Lemon and other delicacies.,Cancún,https://maps.app.goo.gl/LqssiBAzxQvNoS1m7?g_st=ic,"21.16189229333118, -86.83498538650923","dessert, tequila or digestive",https://drive.google.com/file/d/1nOUsUjzM354amnfGfilT2AvI9NAE54xh/view?usp=drive_link,https://m.facebook.com/p/Pescado-con-Lim%C3%B3n-100063761251738/,,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
188,TRUE,Photo Vanesa Allende,Vanesa,Allende,prensa88@gmail.com,9842296417,9842296417,Remoto,https://vanesaallende.com/,Photographs of magical moments - We create moments to remember,Playa del Carmen,Remoto,,15% on sessions of 30 photos - 10% on sessions of 20 photos,https://drive.google.com/file/d/1A-i3_Vv1KKfcTd4H0A9S5LNVFMdkp_6H/view?usp=drive_link,,,Service Photography,Photography,Photography,Services,Yes,1,FALSE,NO
189,TRUE,Piaggia,Javier,Martinez,,3318012268,3318012268,"Edificio IT Beach, Albatros, 77720 Playa del Carmen, Q.R.",,"The best restaurant, Italian-Mediterranean cuisine.",Playa del Carmen,https://maps.app.goo.gl/E8HW1onsWLubx7eS8,"20.63575354846603, -87.06117001534565",10%,https://drive.google.com/file/d/1lyQoy0195_MezETL23mo_3By2LhvzvUk/view?usp=drive_link,https://www.facebook.com/p/Piaggia-100088708436589/,https://www.instagram.com/piaggia_mx,Restaurant Italian-Mediterranean,Italian-Mediterranean,,Restaurants,Yes,1,FALSE,NO
190,TRUE,Piel de Miel,Mari,Rodriguez,mr4099267@gmail.com,9841369151,9841369151,Av. Coba entre calle Polar Pte. y Av. Tulum,https://www.directorio.gratis/Quintana-Roo/tulum/124627/piel-de-miel-beauty-nails/#google_vignette,"Gel for nails, manicure, pedicure, massages and hair removal",Tulum,https://maps.app.goo.gl/LPWaBr4qEVbSdtj97,"20.209378817511773, -87.45844861534565",2x1 semi-permanent gel,https://drive.google.com/file/d/1E8JgShrssEo0S8HoEGXT9UHz3nHsZWTe/view?usp=drive_link,https://www.facebook.com/profile.php?id=61553471725453,https://www.instagram.com/piel_demielbeautynails/,Service Nail Salon,Nail Salon,Nail Salon,Services,Yes,1,FALSE,NO
191,TRUE,Pita Loca,Yolanda,Santos,dsluna96@icloud.com,9871378053,9871378053,"Av Lic Benito Juárez 248, Centro, 77600 Cozumel, Q.R.",,"Kosher Restaurant, Mediterranean in Mexico.",Cozumel,https://maps.app.goo.gl/LKUZpt76LBi3QzeF6,"20.510311678293025, -86.94887663861738",10%,https://drive.google.com/file/d/1sk8B3TMVqSpKUmaA_h7hGG9x71vf-mrT/view?usp=drive_link,https://www.facebook.com/falafelsombrero/?locale=es_LA,https://www.instagram.com/pitalocacozumel?igsh=Z3dmZGYwM2szenhq,kosher restaurant,kosher,,Restaurants,Yes,1,FALSE,NO
192,TRUE,Pitinos Barber,Juan Luis,Camara Perez,jcmaraperez5@gmail.com,984119234,,"C. Palomino, 77310 Holbox, Q.R.",,A comfortable place to give yourself a good haircut,Holbox,https://maps.app.goo.gl/MnT4SMekQMCAt9nQA,"21.522274436552284, -87.3766756369338",Discount and complimentary drink,https://drive.google.com/file/d/10knzRQ2REgiL9Wj1mmhyV7sEpCqOAD6p/view?usp=drive_link,,https://www.instagram.com/pitinos_barber/,Store Barber Shop,Barber Shop,,Stores,Yes,1,FALSE,NO
193,TRUE,Pink Woman Salón,,,salon.pinkwoman@gmail.com,984 157 3997,9841573997,Esquina calle 34 Nte con C. 40 Bis,,Complete beauty & wellness experience,Playa del Carmen,https://maps.app.goo.gl/GUB51ANknCzCsz5e9?g_st=ic,"20.638290282919456, -87.0742185711636",10%,https://drive.google.com/file/d/1K_cd0eCi2oFqzUW2F1lnbhtIt_zfvkg6/view?usp=drive_link,https://www.facebook.com/pinkwomansalon?mibextid=LQQJ4d,https://www.instagram.com/salon.pinkwoman?igsh=ZHd1NnpjOWtiNjNw,Service Salon Spa,Spa Salon,Salon-Salon,Stores,Yes,1,FALSE,NO
194,TRUE,Plata Mexicana Silver Shop,Andrea,Valladares,Platamexicana_tulum@hotmail.com,9841165019,9841165019,Av centauro norte. Mzna 4,https://www.instagram.com/platamexicanatulum?igshid=MzRlODBiNWFlZA%3D%3D,We are a company dedicated to the sale of quality silver jewelry of 925 and 950.,Tulum,https://maps.app.goo.gl/6K6spwcTdPB6Uoqb7,"20.212453501284877, -87.46009044232717",10%,https://drive.google.com/file/d/1ACrF7gK8SbpRWLzH0N1Tp4uQFheB6sjG/view?usp=drive_link,https://www.facebook.com/Plata.Mexicana.Tulum,https://www.instagram.com/platamexicanatulum?igshid=MzRlODBiNWFlZA%3D%3D,Store Silver,Silver,,Stores,Yes,1,FALSE,NO
195,TRUE,Poblano´s Grill Taquería,Andrea,Vazquez valladares,Andreavazval@gmail.com,9841387508,9841387508,Av satelite 44 y carretera tulum,,Mexican restaurant,Tulum,https://maps.app.goo.gl/fWbZ7TjENVB8uUMi6?g_st=ic,"20.21335326373974, -87.45875448650922",10%,https://drive.google.com/file/d/18gBYhfw2s3fuvm2fMkML7VllGkjvhRqq/view?usp=drive_link,https://www.facebook.com/profile.php?id=61550582381225,,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
197,TRUE,Punto Dental,Ariadna,Rosado Asdrubal Navarro,Puntodental.pdc@gmail.com,9841051612,9841051612,15 Av. entre calles 10 y 12,,The starting point to show off a perfect smile...,Playa del carmen,https://maps.app.goo.gl/yMLx3EzvJq87p3x2A,"20.627982270526363, -87.07444747672824",10%,https://drive.google.com/file/d/1gpnycvWRPHqe_fZ4TEesr-U2rDpYX86h/view?usp=drive_link,https://www.facebook.com/punto.dental.505/,,Service Dental Clinic,Dental Clinic,Dental Clinic,Services,Yes,1,FALSE,NO
198,TRUE,Quinta Burger,Ezequiel Nicolas ,Hussain,nicolashussain@gmail.com,9841413522,9841413522,"5ta Av entre calles 40 y 42, 77710 Playa del Carmen, Q.R.",,Burger,Playa del Carmen,https://maps.app.goo.gl/WSmWVq6LrsiBqEMZ8,"20.637733803167286, -87.06519103069131",10% or dessert as a gift,https://drive.google.com/file/d/1dXpHnNqqJYPQkNa6zs25x7DtkC7P2R_J/view?usp=drive_link,https://www.facebook.com/quintaburger.pdc,https://www.instagram.com/quintaburger.pdc/,hamburger restaurant,Burger,,Restaurants,Yes,1,FALSE,NO
199,TRUE,Rancho el Capricho,Rebeca,,ranchoelcapricho2022@gmail.com,9981539433,9981539433,"garrafon, Carr garrafón Supermanzana 9 Manzana 45 Lote 18, 77400 Isla Mujeres, Q.R.",,Try the best tacos on the island and take a photo with our horses!,Isla Mujeres,https://maps.app.goo.gl/86ggcbyYVEiosw5P7?g_st=ic,"21.207980332094976, -86.71838675581793",Complimentary drink,https://drive.google.com/file/d/1A4jOEDpnU36W6qBzYKrx8gRLY1z_Hcnb/view?usp=drive_link,,https://www.instagram.com/ranchocaprichoisla?igsh=d2lwcDc2OGtvMXE0,Restaurant Bar and Restaurant,Bar and Restaurant,,Restaurants,Yes,1,FALSE,NO
200,TRUE,Raum Gallery,Mario,Botta,,9982354730,9982354730,Calle 7 sur y calle 14,https://www.raumgallery.com/,Restaurant,Tulum,https://maps.app.goo.gl/j1ZSdDJrMTcFvRLH8?g_st=ic,"20.203202865400677, -87.47300548465435",10% discount on purchases of $300 pesos or more,https://drive.google.com/file/d/12JQeLmVtawxyIt_Pp7T4uMBSRv11igdT/view?usp=drive_link,,https://www.instagram.com/raumgalery/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
201,TRUE,Rosa Pastel,Denisse,Galindo,essinedghm@gmail.com,9842414336,9842414336,"55 avenida mz219 lote 6, Local 3, 77712 Playa del Carmen, Q.R.",,The pinkest coffee experience in Playa del Carmen.,Playa del Carmen,https://maps.app.goo.gl/g1Z6Vi8nT8cs9hq16,"20.629696511792375, -87.08571499380126",15% discount on your first purchase,https://drive.google.com/file/d/15X-xty9m04codmbhTRRlq5qfVjTRzAr_/view?usp=drive_link,https://www.facebook.com/profile.php?id=61555347784550,https://www.instagram.com/rosa_pastel_pdc/?hl=es-la,Restaurant Cafe,Coffee,,Restaurants,Yes,1,FALSE,NO
202,TRUE,Rústic Cocina Mexicana,Alberto,Hinojosa,rustiicc@gmail.com,9831559551,,"con esquina, calle 7, C. 20, 77930 Bacalar, Q.R.",,"We are a Mexican restaurant, with a very homemade seasoning, come and enjoy our dishes!",Bacalar,https://maps.app.goo.gl/NLmjTxAL6aXbjUQb9,"18.67759392001737, -88.3917428288364",Complimentary entry ,https://drive.google.com/file/d/1ktC7IDQwXkejTEfZ5ePSbc3K14CBl24s/view?usp=drive_link,https://www.facebook.com/profile.php?id=61556419795662&locale=es_LA,,Restaurant Mexican Food,Mexican Food,,Restaurants,Yes,1,FALSE,NO
203,TRUE,Sazón a la Mexicana,sergio,zilli,spzm@hotmail.com,2717114066,2717114066,"Avenida 5, C. 36 Esquina, Mario Villanueva Madrid, 77935 Bacalar, Q.R.",,"Variety of Mexican flavors, at your fingertips.",Bacalar,https://maps.app.goo.gl/2NFyfMHE7oqsLisY6,"18.686538203534617, -88.386792",2x1 in water of the day- selected beer at 25 pesos - 50 pesos discount at Ponton,https://drive.google.com/file/d/1gnrk-z9NFQvslz9frz2VFRyYt95b8_8F/view?usp=drive_link,https://m.facebook.com/people/Bacalar-Saz%C3%B3n-a-la-mexicana-restaurante/100063910667803/,,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
